Timestamp_x,Category,Stream Title,Channel,Tags_x,Timestamp_y,Total Followers,Tags_y,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 17:19:49,Just Chatting,🦇BATMAN ARKHAM SERIES MARATHON🦇*ARKHAM CITY*,KaiCenat,ADHD,2025-02-23 17:26:32,16.4M,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:49,Just Chatting,Семейный психолог с Лакшери Герл 🙏🏻,buster,English,2025-02-23 17:26:57,4.3M,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:49,Just Chatting,Die Bundestagswahl 2025,Staiy,LOUD,2025-02-23 17:27:22,372K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:49,Just Chatting,PODSUMOWANIE #ZłoteAntosie,MokrySuchar,AMP,2025-02-23 17:27:46,300K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:49,Just Chatting,тикток бинго l !Winline !ЯО !tg,deepins02,Русский,2025-02-23 17:28:17,2.4M,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:49,Just Chatting,ПЕННЫЙ/ПРОСМОТР,sasavot,Deutsch,2025-02-23 17:28:46,891K,No Tags,No Goal,/6300,4063
2025-02-23 17:19:49,Just Chatting,༼ ºل͟º༼ ºل͟º( ͡° ͜ʖ ͡°)ºل͟º ༽ºل͟º ༽ | Тг: t.me/t2xtwitch,T2x2,Politik,2025-02-23 17:29:13,1.5M,No Tags,1468228//1500000,No Goal,Unknown
2025-02-23 17:19:49,Just Chatting,IRL PARIS CITY ZOO ft. @lonnimatic,PapeSan,Polski,2025-02-23 17:29:40,492K,No Tags,492144//500000,/6000,2050
2025-02-23 17:19:49,Just Chatting,LIVE AVEC Emilien des 12 coups de midi et Zerator de TWITCH avant Culture Clash le 28 où ils participeront en duo... //,Etoiles,holidayhoopla,2025-02-23 17:30:10,1.2M,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:49,Just Chatting,✅ 85% DER DEUTSCHEN WÄHLTEN DIESEN STREAM! ✅ und schauten 24/7 auf @GronkhTV ⭐ !shop !archiv !pc,GRONKH,ADHD,2025-02-23 17:30:35,1.7M,No Tags,1735052//10000000,No Goal,Unknown
2025-02-23 17:19:49,Just Chatting,😳WAHL2025 | ANTI-GRÜNEN STREAM😳,Dekarldent,Русский,2025-02-23 17:31:00,106K,No Tags,105850//106000,No Goal,Unknown
2025-02-23 17:19:49,Just Chatting,ЕДЕМ ПОКУПАТЬ е60 !winline,renatko,Русский,2025-02-23 17:31:26,372K,No Tags,371785//380000,/490,179
2025-02-23 17:19:49,Just Chatting,[NO DELAY] Falcons 0:0 MOUZ PGL Cluj-Napoca 2025 Grand Final | !winline !tg !lis,Dmitry_Lixxx,SASAVOT,2025-02-23 17:31:52,1.6M,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:49,Just Chatting,Reactions & Talks 🔥 | !goty2025 !Lyora !trikot !iconleague !doku !eligella,eliasn97,Русский,2025-02-23 17:32:17,2.1M,No Tags,No Goal,/30000,28938
2025-02-23 17:19:49,Just Chatting,😎🤙🏿голубь вверх лететь пыця нести GAME (спидран),dangerlyoha,voyage,2025-02-23 17:32:44,1.1M,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:49,Just Chatting,альбом пирыча и кривая линия / 👉 mzlff.tours,mazellovvv,Photographie,2025-02-23 17:33:15,1.8M,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:49,Just Chatting,Запись Аркейн 1 сезон (1-3 серии) будет на бусти,Nix,Français,2025-02-23 17:33:40,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:49,Just Chatting,мальчики с др это вам 🌸| !tg !bb,by_Owl,Français,2025-02-23 17:34:05,594K,No Tags,No Goal,/3900,967
2025-02-23 17:19:49,Just Chatting,Firma Beichtstuhl w/ @Elquaria | !dc !kult !sourire,xRohat,TollerStream,2025-02-23 17:34:32,1.2M,No Tags,1178523//1180000,/36000,3510
2025-02-23 17:19:49,Just Chatting,3D UPDATE TODAY?! THE BEST ONE EVER?! + YOUR MECHA/ROBOT OVERLORD IS HERE + GS FIGURE OUT! | !gs !plushie !otaku !merch | #VSHOJO,Zentreya,Wirklich,2025-02-23 17:35:04,557K,No Tags,557337//560000,/22000,8792
2025-02-23 17:19:49,Just Chatting,куест ♿ /w @enzzai | !tg !yt !winline,ekatze007,Deutsch,2025-02-23 17:35:30,742K,No Tags,742095//750000,No Goal,Unknown
2025-02-23 17:19:49,Just Chatting,OPENING KART POKEMON ZA 10000ZŁ || !g4 !pirateswap !steel !dzik !betclic !strona !nagrody,BanduraCartel,hltv,2025-02-23 17:35:54,599K,No Tags,No Goal,/4300,1385
2025-02-23 17:19:49,Just Chatting,"""LET THEM COOK"" 🔥🍳 2. Folge von Frank Rosin & Rumathra / Gäste: Zarbex und Filow !joyn !miele #werbung",Rumathra,КУРДИ,2025-02-23 17:36:20,881K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:49,Just Chatting,"Streiten, Zocken, Zweifeln: Der harte Weg ins Kanzleramt | WDR Doku", + 2 ,Ренатко,2025-02-23 17:36:44,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:49,Just Chatting,"Streiten, Zocken, Zweifeln: Der harte Weg ins Kanzleramt | WDR Doku", + 2 ,Ренатко,2025-02-23 17:47:10,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:49,Just Chatting,"Streiten, Zocken, Zweifeln: Der harte Weg ins Kanzleramt | WDR Doku", + 2 ,Ренатко,2025-02-23 17:48:00,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:49,Just Chatting,"Streiten, Zocken, Zweifeln: Der harte Weg ins Kanzleramt | WDR Doku", + 2 ,Ренатко,2025-02-23 17:48:50,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:49,Just Chatting,"Streiten, Zocken, Zweifeln: Der harte Weg ins Kanzleramt | WDR Doku", + 2 ,Ренатко,2025-02-23 18:29:57,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:49,Just Chatting,"Streiten, Zocken, Zweifeln: Der harte Weg ins Kanzleramt | WDR Doku", + 2 ,Ренатко,2025-02-23 18:30:56,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:49,Just Chatting,"Streiten, Zocken, Zweifeln: Der harte Weg ins Kanzleramt | WDR Doku", + 2 ,Ренатко,2025-02-23 18:31:50,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:49,Just Chatting,"Streiten, Zocken, Zweifeln: Der harte Weg ins Kanzleramt | WDR Doku", + 2 ,Ренатко,2025-02-23 19:54:21,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:49,Just Chatting,"Streiten, Zocken, Zweifeln: Der harte Weg ins Kanzleramt | WDR Doku", + 2 ,Ренатко,2025-02-23 19:55:17,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:49,Just Chatting,"Streiten, Zocken, Zweifeln: Der harte Weg ins Kanzleramt | WDR Doku", + 2 ,Ренатко,2025-02-23 19:56:15,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:49,Just Chatting,"Streiten, Zocken, Zweifeln: Der harte Weg ins Kanzleramt | WDR Doku", + 2 ,Ренатко,2025-02-23 21:01:51,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:49,Just Chatting,✨WSCHODZĄCA GWIAZDA✨ Pogadamy i oglądamy FAMILIADĘ u YOSHIEGO z Moim udziałem <3,prinz_live,Русский,2025-02-23 17:37:10,83K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:49,Just Chatting,Kochen mit Frank Rosin! Filow vs. Zarbex,natanzgorzyk,Русский,2025-02-23 17:37:40,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,Astralis - FaZe - PGL Cluj-Napoca 2025 - 3rd Place Decider,PGL,Esports,2025-02-23 17:38:07,1.8M,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,🔴FALCONS vs MOUZ [GRAND FINAL] CLUJ NAPOCA 2025🔴,ohnePixel,English,2025-02-23 17:38:32,1.6M,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,GRANDE FINAL PGL Cluj-Napoca 2025 - !socio - Siga @Gaules nas redes sociais!,Gaules,Esports,2025-02-23 17:38:57,4.3M,No Tags,4252779//4260000,/40000,26598
2025-02-23 17:19:58,Counter-Strike,[RU] Falcons [0:0] MOUZ | PGL Cluj-Napoca 2025 Grand Final | Day 3 /w @WorldEdit @mager1337,bySL4M,English,2025-02-23 17:39:23,391K,No Tags,391284//1000000,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,🔴 СМОТРИМ ФИНАЛ MOUZ vs Falcons в 20:50 😱,StRoGo,Português,2025-02-23 17:39:48,1.3M,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,"[RU] OFFCAST | MOUZ [0:0] Team Falcons | PGL Cluj-Napoca 2025: Finals | BO5 | @jay_tb, @Solaar_06, @cybercracken & @nastyamulla",cs2_paragon_ru,SL4M,2025-02-23 17:40:16,176K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,Falcons vs MOUZ | Wielki Finał | PGL Cluj-Napoca | Dzień 8 | reklama | !logitechg !rapidktl,IzakOOO,Русский,2025-02-23 17:40:40,2M,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,"faceit feat mrgh, stompadre, marianoitaliano, matiborek o/💥 !steel !pirateswap !yt !fortuna !g4 !dzik !zajazd",NEEXcsgo,Киберспорт,2025-02-23 17:41:06,394K,No Tags,No Goal,/13000,5661
2025-02-23 17:19:58,Counter-Strike,Falcons vs MOUZ | PGL Cluj-Napoca 2025 - Playoffs | com o @move_mind | @ OG SunFlower House,Officialfoxcn,Русский,2025-02-23 17:41:32,166K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,Falcons vs MOUZ ! PGL Cluj-Napoca 2025 - Playoffs | com o @officialfoxcn | @ OG SunFlower House, with Move_Mind ,Esports,2025-02-23 17:42:00,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,🔥 PGL Cluj-Napoca 2025 Finals ✅ Mouz vs Falcons ✅🎙️ @oonraimo & @sLowiNd 🔥,Move_Mind,Киберспорт,2025-02-23 17:42:27,310K,No Tags,No Goal,No Goal,Unknown
